year,company,cik,form_type,date_filed,url,document_url
2024,"ALTRIA GROUP, INC.",764180,10-K,2024-02-27,https://www.sec.gov/Archives/edgar/data/764180/0000764180-24-000018.txt,https://www.sec.gov/Archives/edgar/data/764180/000076418024000018/mo-20231231.htm
2024,AMAZON COM INC,1018724,10-K,2024-02-02,https://www.sec.gov/Archives/edgar/data/1018724/0001018724-24-000008.txt,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm
2024,AMEREN CORP,1002910,10-K,2024-02-29,https://www.sec.gov/Archives/edgar/data/1002910/0001002910-24-000056.txt,https://www.sec.gov/Archives/edgar/data/1002910/000100291024000056/aee-20231231.htm
2024,AMERICAN ELECTRIC POWER CO INC,4904,10-K,2024-02-26,https://www.sec.gov/Archives/edgar/data/4904/0000004904-24-000020.txt,https://www.sec.gov/Archives/edgar/data/4904/000000490424000020/aep-20231231.htm
2024,AMERICAN TOWER CORP /MA/,1053507,10-K,2024-02-27,https://www.sec.gov/Archives/edgar/data/1053507/0001053507-24-000011.txt,https://www.sec.gov/Archives/edgar/data/1053507/000105350724000011/amt-20231231.htm
2024,AMETEK INC/,1037868,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/1037868/0001037868-24-000009.txt,https://www.sec.gov/Archives/edgar/data/1037868/000103786824000009/ame-20231231.htm
2024,AMGEN INC,318154,10-K,2024-02-14,https://www.sec.gov/Archives/edgar/data/318154/0000318154-24-000011.txt,https://www.sec.gov/Archives/edgar/data/318154/000031815424000011/amgn-20231231.htm
2024,AMPHENOL CORP /DE/,820313,10-K,2024-02-07,https://www.sec.gov/Archives/edgar/data/820313/0001558370-24-000866.txt,https://www.sec.gov/Archives/edgar/data/820313/000155837024000866/aph-20231231x10k.htm
2024,ANSYS INC,1013462,10-K,2024-02-21,https://www.sec.gov/Archives/edgar/data/1013462/0001013462-24-000007.txt,https://www.sec.gov/Archives/edgar/data/1013462/000101346224000007/anss-20231231.htm
2024,APA Corp,1841666,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/1841666/0001784031-24-000003.txt,https://www.sec.gov/Archives/edgar/data/1841666/000178403124000003/apa-20231231.htm
2024,AT&T INC.,732717,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/732717/0000732717-24-000009.txt,https://www.sec.gov/Archives/edgar/data/732717/000073271724000009/t-20231231.htm
2024,AVALONBAY COMMUNITIES INC,915912,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/915912/0000915912-24-000004.txt,https://www.sec.gov/Archives/edgar/data/915912/000091591224000004/avb-20231231.htm
2024,"AXON ENTERPRISE, INC.",1069183,10-K,2024-02-27,https://www.sec.gov/Archives/edgar/data/1069183/0001069183-24-000006.txt,https://www.sec.gov/Archives/edgar/data/1069183/000106918324000006/axon-20231231x10k.htm
2024,AbbVie Inc.,1551152,10-K,2024-02-20,https://www.sec.gov/Archives/edgar/data/1551152/0001551152-24-000011.txt,https://www.sec.gov/Archives/edgar/data/1551152/000155115224000011/abbv-20231231.htm
2024,"Airbnb, Inc.",1559720,10-K,2024-02-16,https://www.sec.gov/Archives/edgar/data/1559720/0001559720-24-000006.txt,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
2024,Allegion plc,1579241,10-K,2024-02-20,https://www.sec.gov/Archives/edgar/data/1579241/0001579241-24-000006.txt,https://www.sec.gov/Archives/edgar/data/1579241/000157924124000006/alle-20231231.htm
2024,Alphabet Inc.,1652044,10-K,2024-01-31,https://www.sec.gov/Archives/edgar/data/1652044/0001652044-24-000022.txt,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/goog-20231231.htm
2024,American Airlines Group Inc.,6201,10-K,2024-02-21,https://www.sec.gov/Archives/edgar/data/6201/0000006201-24-000010.txt,https://www.sec.gov/Archives/edgar/data/6201/000000620124000010/aal-20231231.htm
2024,"American Water Works Company, Inc.",1410636,10-K,2024-02-14,https://www.sec.gov/Archives/edgar/data/1410636/0001410636-24-000050.txt,https://www.sec.gov/Archives/edgar/data/1410636/000141063624000050/awk-20231231.htm
2024,Aptiv PLC,1521332,10-K,2024-02-06,https://www.sec.gov/Archives/edgar/data/1521332/0001521332-24-000011.txt,https://www.sec.gov/Archives/edgar/data/1521332/000152133224000011/aptv-20231231.htm
2024,Archer-Daniels-Midland Co,7084,10-K,2024-03-12,https://www.sec.gov/Archives/edgar/data/7084/0000007084-24-000009.txt,https://www.sec.gov/Archives/edgar/data/7084/000000708424000009/adm-20231231.htm
2024,Archer-Daniels-Midland Co NT,7084,10-K,2024-03-01,https://www.sec.gov/Archives/edgar/data/7084/0001193125-24-054362.txt,https://www.sec.gov/Archives/edgar/data/7084/000000708424000009/adm-20231231.htm
2024,"Arista Networks, Inc.",1596532,10-K,2024-02-13,https://www.sec.gov/Archives/edgar/data/1596532/0001596532-24-000043.txt,https://www.sec.gov/Archives/edgar/data/1596532/000159653224000043/anet-20231231.htm
2024,Avery Dennison Corp,8818,10-K,2024-02-21,https://www.sec.gov/Archives/edgar/data/8818/0000008818-24-000003.txt,https://www.sec.gov/Archives/edgar/data/8818/000000881824000003/avy-20231230.htm
2024,BALL Corp,9389,10-K,2024-02-20,https://www.sec.gov/Archives/edgar/data/9389/0001558370-24-001349.txt,https://www.sec.gov/Archives/edgar/data/9389/000155837024001349/ball-20231231x10k.htm
2024,BAXTER INTERNATIONAL INC,10456,10-K,2024-02-08,https://www.sec.gov/Archives/edgar/data/10456/0001628280-24-003932.txt,https://www.sec.gov/Archives/edgar/data/10456/000162828024003932/bax-20231231.htm
2024,BEST BUY CO INC,764478,10-K,2024-03-15,https://www.sec.gov/Archives/edgar/data/764478/0000764478-24-000010.txt,https://www.sec.gov/Archives/edgar/data/764478/000076447824000010/bby-20240203x10k.htm
2024,"BIO-RAD LABORATORIES, INC.",12208,10-K,2024-02-16,https://www.sec.gov/Archives/edgar/data/12208/0000012208-24-000013.txt,https://www.sec.gov/Archives/edgar/data/12208/000001220824000013/bio-20231231.htm
2024,BIOGEN INC.,875045,10-K,2024-02-14,https://www.sec.gov/Archives/edgar/data/875045/0000875045-24-000009.txt,https://www.sec.gov/Archives/edgar/data/875045/000087504524000009/biib-20231231.htm
2024,BOEING CO,12927,10-K,2024-01-31,https://www.sec.gov/Archives/edgar/data/12927/0000012927-24-000010.txt,https://www.sec.gov/Archives/edgar/data/12927/000001292724000010/ba-20231231.htm
2024,BOSTON PROPERTIES INC,1037540,10-K,2024-02-27,https://www.sec.gov/Archives/edgar/data/1037540/0001656423-24-000007.txt,https://www.sec.gov/Archives/edgar/data/1037540/000165642324000007/bxp-20231231.htm
2024,BOSTON SCIENTIFIC CORP,885725,10-K,2024-02-20,https://www.sec.gov/Archives/edgar/data/885725/0000885725-24-000017.txt,https://www.sec.gov/Archives/edgar/data/885725/000088572524000017/bsx-20231231.htm
2024,BRISTOL MYERS SQUIBB CO,14272,10-K,2024-02-13,https://www.sec.gov/Archives/edgar/data/14272/0000014272-24-000044.txt,https://www.sec.gov/Archives/edgar/data/14272/000001427224000044/bmy-20231231.htm
2024,Baker Hughes Co,1701605,10-K,2024-02-05,https://www.sec.gov/Archives/edgar/data/1701605/0001701605-24-000033.txt,https://www.sec.gov/Archives/edgar/data/1701605/000170160524000033/bkr-20231231.htm
2024,"Bath & Body Works, Inc.",701985,10-K,2024-03-22,https://www.sec.gov/Archives/edgar/data/701985/0000701985-24-000010.txt,https://www.sec.gov/Archives/edgar/data/701985/000070198524000010/bbwi-20240203.htm
2024,Booking Holdings Inc.,1075531,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/1075531/0001075531-24-000014.txt,https://www.sec.gov/Archives/edgar/data/1075531/000107553124000014/bkng-20231231.htm
2024,"Builders FirstSource, Inc.",1316835,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/1316835/0000950170-24-018584.txt,https://www.sec.gov/Archives/edgar/data/1316835/000095017024018584/bldr-20231231.htm
2024,Bunge Global SA,1996862,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/1996862/0001996862-24-000007.txt,https://www.sec.gov/Archives/edgar/data/1996862/000199686224000007/bg-20231231.htm
2024,"C. H. ROBINSON WORLDWIDE, INC.",1043277,10-K,2024-02-16,https://www.sec.gov/Archives/edgar/data/1043277/0001043277-24-000011.txt,https://www.sec.gov/Archives/edgar/data/1043277/000104327724000011/chrw-20231231.htm
2024,CADENCE DESIGN SYSTEMS INC,813672,10-K,2024-02-14,https://www.sec.gov/Archives/edgar/data/813672/0000813672-24-000034.txt,https://www.sec.gov/Archives/edgar/data/813672/000081367224000034/cdns-20231231.htm
2024,CAMDEN PROPERTY TRUST,906345,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/906345/0000906345-24-000007.txt,https://www.sec.gov/Archives/edgar/data/906345/000090634524000007/cpt-20231231.htm
2024,CARNIVAL CORP,815097,10-K,2024-01-26,https://www.sec.gov/Archives/edgar/data/815097/0000815097-24-000011.txt,https://www.sec.gov/Archives/edgar/data/815097/000081509724000011/ccl-20231130.htm
2024,CARRIER GLOBAL Corp,1783180,10-K,2024-02-06,https://www.sec.gov/Archives/edgar/data/1783180/0001783180-24-000009.txt,https://www.sec.gov/Archives/edgar/data/1783180/000178318024000009/carr-20231231.htm
2024,CATERPILLAR INC,18230,10-K,2024-02-16,https://www.sec.gov/Archives/edgar/data/18230/0000018230-24-000009.txt,https://www.sec.gov/Archives/edgar/data/18230/000001823024000009/cat-20231231.htm
2024,"CBRE GROUP, INC.",1138118,10-K,2024-02-20,https://www.sec.gov/Archives/edgar/data/1138118/0001138118-24-000006.txt,https://www.sec.gov/Archives/edgar/data/1138118/000113811824000006/cbre-20231231.htm
2024,CDW Corp,1402057,10-K,2024-02-26,https://www.sec.gov/Archives/edgar/data/1402057/0001402057-24-000015.txt,https://www.sec.gov/Archives/edgar/data/1402057/000140205724000015/cdw-20231231.htm
2024,CENTENE CORP,1071739,10-K,2024-02-20,https://www.sec.gov/Archives/edgar/data/1071739/0001071739-24-000037.txt,https://www.sec.gov/Archives/edgar/data/1071739/000107173924000037/cnc-20231231.htm
2024,CENTERPOINT ENERGY INC,1130310,10-K,2024-02-20,https://www.sec.gov/Archives/edgar/data/1130310/0001130310-24-000010.txt,https://www.sec.gov/Archives/edgar/data/1130310/000113031024000010/cnp-20231231.htm
2024,"CF Industries Holdings, Inc.",1324404,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/1324404/0001324404-24-000008.txt,https://www.sec.gov/Archives/edgar/data/1324404/000132440424000008/cf-20231231.htm
2024,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",1100682,10-K,2024-02-14,https://www.sec.gov/Archives/edgar/data/1100682/0001100682-24-000007.txt,https://www.sec.gov/Archives/edgar/data/1100682/000110068224000007/crl-20231230.htm
2024,"CHARTER COMMUNICATIONS, INC. /MO/",1091667,10-K,2024-02-02,https://www.sec.gov/Archives/edgar/data/1091667/0001091667-24-000028.txt,https://www.sec.gov/Archives/edgar/data/1091667/000109166724000028/chtr-20231231.htm
2024,CHESAPEAKE ENERGY CORP,895126,10-K,2024-02-21,https://www.sec.gov/Archives/edgar/data/895126/0000895126-24-000013.txt,https://www.sec.gov/Archives/edgar/data/895126/000089512624000013/chk-20231231.htm
2024,CHEVRON CORP,93410,10-K,2024-02-26,https://www.sec.gov/Archives/edgar/data/93410/0000093410-24-000013.txt,https://www.sec.gov/Archives/edgar/data/93410/000009341024000013/cvx-20231231.htm
2024,CHIPOTLE MEXICAN GRILL INC,1058090,10-K,2024-02-08,https://www.sec.gov/Archives/edgar/data/1058090/0001562762-24-000023.txt,https://www.sec.gov/Archives/edgar/data/1058090/000156276224000023/cmg-20231231x10k.htm
2024,CHURCH & DWIGHT CO INC /DE/,313927,10-K,2024-02-15,https://www.sec.gov/Archives/edgar/data/313927/0000950170-24-015810.txt,https://www.sec.gov/Archives/edgar/data/313927/000095017024015810/chd-20231231.htm
2024,CMS ENERGY CORP,811156,10-K,2024-02-08,https://www.sec.gov/Archives/edgar/data/811156/0000811156-24-000044.txt,https://www.sec.gov/Archives/edgar/data/811156/000081115624000044/cms-20231231.htm
2024,COCA COLA CO,21344,10-K,2024-02-20,https://www.sec.gov/Archives/edgar/data/21344/0000021344-24-000009.txt,https://www.sec.gov/Archives/edgar/data/21344/000002134424000009/ko-20231231.htm
2024,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1058290,10-K,2024-02-14,https://www.sec.gov/Archives/edgar/data/1058290/0001058290-24-000017.txt,https://www.sec.gov/Archives/edgar/data/1058290/000105829024000017/ctsh-20231231.htm
2024,COLGATE PALMOLIVE CO,21665,10-K,2024-02-15,https://www.sec.gov/Archives/edgar/data/21665/0000021665-24-000003.txt,https://www.sec.gov/Archives/edgar/data/21665/000002166524000003/cl-20231231.htm
2024,COMCAST CORP,1166691,10-K,2024-01-31,https://www.sec.gov/Archives/edgar/data/1166691/0001166691-24-000011.txt,https://www.sec.gov/Archives/edgar/data/1166691/000116669124000011/cmcsa-20231231.htm
2024,CONOCOPHILLIPS,1163165,10-K,2024-02-15,https://www.sec.gov/Archives/edgar/data/1163165/0001163165-24-000010.txt,https://www.sec.gov/Archives/edgar/data/1163165/000116316524000010/cop-20231231.htm
2024,CONSOLIDATED EDISON INC,1047862,10-K,2024-02-15,https://www.sec.gov/Archives/edgar/data/1047862/0001047862-24-000012.txt,https://www.sec.gov/Archives/edgar/data/1047862/000104786224000012/ed-20231231.htm
2024,CORNING INC /NY,24741,10-K,2024-02-12,https://www.sec.gov/Archives/edgar/data/24741/0001437749-24-003735.txt,https://www.sec.gov/Archives/edgar/data/24741/000143774924003735/glw20231231_10k.htm
2024,"COSTAR GROUP, INC.",1057352,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/1057352/0001057352-24-000013.txt,https://www.sec.gov/Archives/edgar/data/1057352/000105735224000013/csgp-20231231.htm
2024,CROWN CASTLE INC.,1051470,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/1051470/0001051470-24-000062.txt,https://www.sec.gov/Archives/edgar/data/1051470/000105147024000062/cci-20231231.htm
2024,CSX CORP,277948,10-K,2024-02-14,https://www.sec.gov/Archives/edgar/data/277948/0000277948-24-000010.txt,https://www.sec.gov/Archives/edgar/data/277948/000027794824000010/csx-20231231.htm
2024,CUMMINS INC,26172,10-K,2024-02-12,https://www.sec.gov/Archives/edgar/data/26172/0000026172-24-000012.txt,https://www.sec.gov/Archives/edgar/data/26172/000002617224000012/cmi-20231231.htm
2024,CVS HEALTH Corp,64803,10-K,2024-02-07,https://www.sec.gov/Archives/edgar/data/64803/0000064803-24-000007.txt,https://www.sec.gov/Archives/edgar/data/64803/000006480324000007/cvs-20231231.htm
2024,"Caesars Entertainment, Inc.",1590895,10-K,2024-02-20,https://www.sec.gov/Archives/edgar/data/1590895/0001590895-24-000051.txt,https://www.sec.gov/Archives/edgar/data/1590895/000159089524000051/czr-20231231.htm
2024,Celanese Corp,1306830,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/1306830/0001306830-24-000029.txt,https://www.sec.gov/Archives/edgar/data/1306830/000130683024000029/ce-20231231.htm
2024,Cigna Group,1739940,10-K,2024-02-29,https://www.sec.gov/Archives/edgar/data/1739940/0001739940-24-000005.txt,https://www.sec.gov/Archives/edgar/data/1739940/000173994024000005/ci-20231231.htm
2024,Constellation Energy Corp,1868275,10-K,2024-02-27,https://www.sec.gov/Archives/edgar/data/1868275/0001868275-24-000014.txt,https://www.sec.gov/Archives/edgar/data/1868275/000186827524000014/ceg-20231231.htm
2024,"Corteva, Inc.",1755672,10-K,2024-02-08,https://www.sec.gov/Archives/edgar/data/1755672/0001755672-24-000004.txt,https://www.sec.gov/Archives/edgar/data/1755672/000175567224000004/ctva-20231231.htm
2024,Coterra Energy Inc.,858470,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/858470/0000858470-24-000019.txt,https://www.sec.gov/Archives/edgar/data/858470/000085847024000019/cog-20231231.htm
2024,DANAHER CORP /DE/,313616,10-K,2024-02-21,https://www.sec.gov/Archives/edgar/data/313616/0000313616-24-000052.txt,https://www.sec.gov/Archives/edgar/data/313616/000031361624000052/dhr-20231231.htm
2024,DAVITA INC.,927066,10-K,2024-02-14,https://www.sec.gov/Archives/edgar/data/927066/0000927066-24-000013.txt,https://www.sec.gov/Archives/edgar/data/927066/000092706624000013/dva-20231231.htm
2024,"DELTA AIR LINES, INC.",27904,10-K,2024-02-12,https://www.sec.gov/Archives/edgar/data/27904/0000027904-24-000003.txt,https://www.sec.gov/Archives/edgar/data/27904/000002790424000003/dal-20231231.htm
2024,DENTSPLY SIRONA Inc.,818479,10-K,2024-02-29,https://www.sec.gov/Archives/edgar/data/818479/0000818479-24-000021.txt,https://www.sec.gov/Archives/edgar/data/818479/000081847924000021/xray-20231231.htm
2024,DEVON ENERGY CORP/DE,1090012,10-K,2024-02-28,https://www.sec.gov/Archives/edgar/data/1090012/0000950170-24-021781.txt,https://www.sec.gov/Archives/edgar/data/1090012/000095017024021781/dvn-20231231.htm
2024,DEXCOM INC,1093557,10-K,2024-02-08,https://www.sec.gov/Archives/edgar/data/1093557/0001093557-24-000021.txt,https://www.sec.gov/Archives/edgar/data/1093557/000109355724000021/dxcm-20231231.htm
2024,"DIGITAL REALTY TRUST, INC.",1297996,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/1297996/0001558370-24-001575.txt,https://www.sec.gov/Archives/edgar/data/1297996/000155837024001575/dlr-20231231x10k.htm
2024,DOLLAR GENERAL CORP,29534,10-K,2024-03-25,https://www.sec.gov/Archives/edgar/data/29534/0001558370-24-003813.txt,https://www.sec.gov/Archives/edgar/data/29534/000155837024003813/dg-20240202x10k.htm
2024,"DOLLAR TREE, INC.",935703,10-K,2024-03-20,https://www.sec.gov/Archives/edgar/data/935703/0000935703-24-000011.txt,https://www.sec.gov/Archives/edgar/data/935703/000093570324000011/dltr-20240203.htm
2024,"DOMINION ENERGY, INC",715957,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/715957/0000950170-24-019110.txt,https://www.sec.gov/Archives/edgar/data/715957/000095017024019110/d-20231231.htm
2024,DOMINOS PIZZA INC,1286681,10-K,2024-02-26,https://www.sec.gov/Archives/edgar/data/1286681/0000950170-24-019725.txt,https://www.sec.gov/Archives/edgar/data/1286681/000095017024019725/dpz-20231231.htm
2024,DOVER Corp,29905,10-K,2024-02-09,https://www.sec.gov/Archives/edgar/data/29905/0000029905-24-000008.txt,https://www.sec.gov/Archives/edgar/data/29905/000002990524000008/dov-20231231.htm
2024,DOW INC.,1751788,10-K,2024-01-31,https://www.sec.gov/Archives/edgar/data/1751788/0001751788-24-000010.txt,https://www.sec.gov/Archives/edgar/data/1751788/000175178824000010/dow-20231231.htm
2024,DTE ENERGY CO,936340,10-K,2024-02-08,https://www.sec.gov/Archives/edgar/data/936340/0000936340-24-000076.txt,https://www.sec.gov/Archives/edgar/data/936340/000093634024000076/dte-20231231.htm
2024,"Dayforce, Inc.",1725057,10-K,2024-02-28,https://www.sec.gov/Archives/edgar/data/1725057/0000950170-24-022100.txt,https://www.sec.gov/Archives/edgar/data/1725057/000095017024022100/day-20231231.htm
2024,"Diamondback Energy, Inc.",1539838,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/1539838/0001539838-24-000019.txt,https://www.sec.gov/Archives/edgar/data/1539838/000153983824000019/fang-20231231.htm
2024,"DoorDash, Inc.",1792789,10-K,2024-02-20,https://www.sec.gov/Archives/edgar/data/1792789/0001628280-24-005600.txt,https://www.sec.gov/Archives/edgar/data/1792789/000162828024005600/dash-20231231.htm
2024,Duke Energy CORP,1326160,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/1326160/0001326160-24-000037.txt,https://www.sec.gov/Archives/edgar/data/1326160/000132616024000037/duk-20231231.htm
2024,EASTMAN CHEMICAL CO,915389,10-K,2024-02-14,https://www.sec.gov/Archives/edgar/data/915389/0000915389-24-000016.txt,https://www.sec.gov/Archives/edgar/data/915389/000091538924000016/emn-20231231.htm
2024,EBAY INC,1065088,10-K,2024-02-28,https://www.sec.gov/Archives/edgar/data/1065088/0001065088-24-000036.txt,https://www.sec.gov/Archives/edgar/data/1065088/000106508824000036/ebay-20231231.htm
2024,ECOLAB INC.,31462,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/31462/0001558370-24-001581.txt,https://www.sec.gov/Archives/edgar/data/31462/000155837024001581/ecl-20231231x10k.htm
2024,EDISON INTERNATIONAL,827052,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/827052/0000827052-24-000013.txt,https://www.sec.gov/Archives/edgar/data/827052/000082705224000013/eix-20231231x10k.htm
2024,ELI LILLY & Co,59478,10-K,2024-02-21,https://www.sec.gov/Archives/edgar/data/59478/0000059478-24-000065.txt,https://www.sec.gov/Archives/edgar/data/59478/000005947824000065/lly-20231231.htm
2024,ENTERGY CORP /DE/,65984,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/65984/0000065984-24-000012.txt,https://www.sec.gov/Archives/edgar/data/65984/000006598424000012/etr-20231231.htm
2024,EOG RESOURCES INC,821189,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/821189/0000821189-24-000011.txt,https://www.sec.gov/Archives/edgar/data/821189/000082118924000011/eog-20231231.htm
2024,"EPAM Systems, Inc.",1352010,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/1352010/0001352010-24-000008.txt,https://www.sec.gov/Archives/edgar/data/1352010/000135201024000008/epam-20231231.htm
2024,EQUIFAX INC,33185,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/33185/0000033185-24-000017.txt,https://www.sec.gov/Archives/edgar/data/33185/000003318524000017/efx-20231231.htm
2024,EQUINIX INC,1101239,10-K,2024-02-16,https://www.sec.gov/Archives/edgar/data/1101239/0001628280-24-005350.txt,https://www.sec.gov/Archives/edgar/data/1101239/000162828024005350/eqix-20231231.htm
2024,EQUITY RESIDENTIAL,906107,10-K,2024-02-15,https://www.sec.gov/Archives/edgar/data/906107/0000950170-24-015907.txt,https://www.sec.gov/Archives/edgar/data/906107/000095017024015907/eqr-20231231.htm
2024,"ESSEX PROPERTY TRUST, INC.",920522,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/920522/0000920522-24-000033.txt,https://www.sec.gov/Archives/edgar/data/920522/000092052224000033/ess-20231231.htm
2024,ETSY INC,1370637,10-K,2024-02-22,https://www.sec.gov/Archives/edgar/data/1370637/0001370637-24-000013.txt,https://www.sec.gov/Archives/edgar/data/1370637/000137063724000013/etsy-20231231.htm
2024,EVERSOURCE ENERGY,72741,10-K,2024-02-14,https://www.sec.gov/Archives/edgar/data/72741/0000072741-24-000005.txt,https://www.sec.gov/Archives/edgar/data/72741/000007274124000005/es-20231231.htm
2024,EXELON CORP,1109357,10-K,2024-02-21,https://www.sec.gov/Archives/edgar/data/1109357/0001109357-24-000053.txt,https://www.sec.gov/Archives/edgar/data/1109357/000110935724000053/exc-20231231.htm
2024,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,746515,10-K,2024-02-23,https://www.sec.gov/Archives/edgar/data/746515/0000950170-24-019394.txt,https://www.sec.gov/Archives/edgar/data/746515/000095017024019394/expd-20231231.htm
2024,EXXON MOBIL CORP,34088,10-K,2024-02-28,https://www.sec.gov/Archives/edgar/data/34088/0000034088-24-000018.txt,https://www.sec.gov/Archives/edgar/data/34088/000003408824000018/xom-20231231.htm
2024,Eaton Corp plc,1551182,10-K,2024-02-29,https://www.sec.gov/Archives/edgar/data/1551182/0001551182-24-000006.txt,https://www.sec.gov/Archives/edgar/data/1551182/000155118224000006/etn-20231231.htm
2024,Edwards Lifesciences Corp,1099800,10-K,2024-02-12,https://www.sec.gov/Archives/edgar/data/1099800/0001099800-24-000004.txt,https://www.sec.gov/Archives/edgar/data/1099800/000109980024000004/ew-20231231.htm
2024,"Elevance Health, Inc.",1156039,10-K,2024-02-21,https://www.sec.gov/Archives/edgar/data/1156039/0001156039-24-000015.txt,https://www.sec.gov/Archives/edgar/data/1156039/000115603924000015/elv-20231231.htm
2024,"Enphase Energy, Inc.",1463101,10-K,2024-02-09,https://www.sec.gov/Archives/edgar/data/1463101/0001463101-24-000024.txt,https://www.sec.gov/Archives/edgar/data/1463101/000146310124000024/enph-20231231.htm
2024,"Evergy, Inc.",1711269,10-K,2024-02-29,https://www.sec.gov/Archives/edgar/data/1711269/0001711269-24-000007.txt,https://www.sec.gov/Archives/edgar/data/1711269/000171126924000007/evrg-20231231.htm
2024,"Expedia Group, Inc.",1324424,10-K,2024-02-09,https://www.sec.gov/Archives/edgar/data/1324424/0001324424-24-000007.txt,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000007/expe-20231231.htm
