year,company,cik,form_type,date_filed,url,document_url
2023,10X Capital Venture Acquisition Corp. II NT,1848898,10-K,2023-03-31,https://www.sec.gov/Archives/edgar/data/1848898/0001213900-23-025484.txt,https://www.sec.gov/Archives/edgar/data/1848898/000121390023030247/f10k2022_10xcapital2.htm
2023,10X Capital Venture Acquisition Corp. III NT,1848948,10-K,2023-03-31,https://www.sec.gov/Archives/edgar/data/1848948/0001213900-23-025480.txt,https://www.sec.gov/Archives/edgar/data/1848948/000121390023029586/f10k2022_10xcapital3.htm
2023,"10x Genomics, Inc.",1770787,10-K,2023-02-16,https://www.sec.gov/Archives/edgar/data/1770787/0001770787-23-000012.txt,https://www.sec.gov/Archives/edgar/data/1770787/000177078723000012/txg-20221231.htm
2023,1606 CORP.,1877461,10-K,2023-03-10,https://www.sec.gov/Archives/edgar/data/1877461/0001477932-23-001430.txt,https://www.sec.gov/Archives/edgar/data/1877461/000147793223001430/onesix_10k.htm
2023,180 Life Sciences Corp.,1690080,10-K,2023-03-31,https://www.sec.gov/Archives/edgar/data/1690080/0001213900-23-025521.txt,https://www.sec.gov/Archives/edgar/data/1690080/000121390023025521/f10k2022_180lifesci.htm
2023,1847 Holdings LLC NT,1599407,10-K,2023-03-31,https://www.sec.gov/Archives/edgar/data/1599407/0001213900-23-025626.txt,https://www.sec.gov/Archives/edgar/data/1599407/000121390023028686/f10k2022_1847hold.htm
2023,"1895 Bancorp of Wisconsin, Inc. /MD/",1847360,10-K,2023-03-30,https://www.sec.gov/Archives/edgar/data/1847360/0000950170-23-010894.txt,https://www.sec.gov/Archives/edgar/data/1847360/000095017023010894/bcow-20221231.htm
2023,1Life Healthcare Inc,1404123,10-K,2023-02-22,https://www.sec.gov/Archives/edgar/data/1404123/0001404123-23-000016.txt,https://www.sec.gov/Archives/edgar/data/1404123/000140412323000016/onem-20221231.htm
2023,1ST SOURCE CORP,34782,10-K,2023-02-16,https://www.sec.gov/Archives/edgar/data/34782/0000034782-23-000043.txt,https://www.sec.gov/Archives/edgar/data/34782/000003478223000043/source-20221231.htm
2023,"1stdibs.com, Inc.",1600641,10-K,2023-03-03,https://www.sec.gov/Archives/edgar/data/1600641/0001600641-23-000014.txt,https://www.sec.gov/Archives/edgar/data/1600641/000160064123000014/dibs-20221231.htm
