year,company,cik,SIC,Item_1_ESG_Exposure,Item_1_ESG_Sentiment,Item_1A_ESG_Exposure,Item_1A_ESG_Sentiment,Item_7_ESG_Exposure,Item_7_ESG_Sentiment,Item_8_ESG_Exposure,Item_8_ESG_Sentiment,Overall_ESG_Exposure,Overall_ESG_Sentiment
2021,COGNIZANT TECHNOLOGY SOLUTIONS CORP,1058290,7371,0.0344827586206896,0.5798448870579401,0.021551724137931,0.8542236864566803,0.0357142857142857,0.0543594650392021,0.0,0.0,0.0229371921182266,0.3721070096384556
2021,CUMMINS INC,26172,3519,0.0,0.0,0.1759259259259259,0.4992104383479607,0.0338600451467268,-0.2197485362490018,0.026602176541717,0.0668899093500592,0.0590970369035924,0.0865879528622545
2021,DANAHER CORP /DE/,313616,3823,0.0401891252955082,0.8110081553459167,0.0,0.0,0.0209302325581395,0.2279139061768849,0.0,0.0,0.0152798394634119,0.2597305153807004
2021,DENTSPLY SIRONA Inc.,818479,3843,0.0234741784037558,0.1494932234287262,0.0549132947976878,0.796886931908758,0.0,0.0,0.0053835800807537,0.1359187001362443,0.0209427633205493,0.2705747138684321
2021,"DOLLAR TREE, INC.",935703,5331,0.0795454545454545,-0.1635151154228619,0.0691144708423326,0.5316776026738808,0.0545229244114002,0.3634981897405602,0.0237388724035608,0.180931645212695,0.056730430550687,0.2281480805510685
2021,EQUIFAX INC,33185,4911,0.0,0.0,0.0111940298507462,0.4570064644018809,0.0,0.0,0.0,0.0,0.0027985074626865,0.1142516161004702
2021,EXELON CORP,1109357,4931,0.0,0.0,0.4556521739130434,0.2683581200762445,0.4482758620689655,0.0692781344629251,0.2302423603793466,0.2622313752761899,0.2835425990903389,0.1499669074538399
2021,Edwards Lifesciences Corp,1099800,3842,0.0119047619047619,0.3136021792888641,0.0518134715025906,0.9381608903408052,0.0,0.0,0.0070093457943925,0.5276509548226992,0.0176818948004362,0.444853506113092
2021,"Evergy, Inc.",1711269,4931,0.0,0.0,0.2637362637362637,0.5175029267556965,0.2307692307692307,0.1733366598685582,0.0,0.0,0.1236263736263736,0.1727098966560637
2021,FIRSTENERGY CORP,1031296,4911,0.2620689655172414,0.069338737643863,0.2165242165242165,0.7022341791736452,0.0,0.0,0.1697381183317168,0.163556864266949,0.1620828250932937,0.2337824452711143
2021,"CORPAY, INC.",1175454,7389,0.0326797385620915,-0.2063625536859035,0.077562326869806,0.432596840363528,0.0,0.0,0.0,0.0,0.0275605163579744,0.0565585716694061
2021,"Fortinet, Inc.",1262039,3577,0.0389105058365758,0.0622767861932516,0.0,0.0,0.0076142131979695,-0.0139289249976476,0.0,0.0,0.0116311797586363,0.012086965298901
2021,Fortive Corp,1659166,3823,0.0409356725146198,0.3363016034875597,0.0,0.0,0.0,0.0,0.0128205128205128,0.2347911894321441,0.0134390463337831,0.1427731982299259
2021,GARTNER INC,749251,8741,0.0074074074074074,0.0695427656173706,0.0372881355932203,0.7185945598916574,0.0037174721189591,0.0496697351336479,0.0,0.0,0.0121032537798967,0.209451765160669
2021,General Motors Co,1467858,3711,0.0379746835443038,0.7436090807120005,0.2322456813819577,0.0733694015147764,0.1430119176598049,0.0901017181688186,0.0826681870011402,0.1181156350107028,0.1239751173968017,0.2562989588515746
2021,"HUNTINGTON INGALLS INDUSTRIES, INC.",1501585,3731,0.0984848484848484,0.2828062355804902,0.1173184357541899,0.8020570425405389,0.0,0.0,0.0,0.0,0.0539508210597596,0.2712158195302572
2021,Hilton Worldwide Holdings Inc.,1585689,7011,0.1413333333333333,-0.07315923899131,0.0,0.0,0.0,0.0,0.0,0.0,0.0353333333333333,-0.0182898097478275
2021,INSULET CORP,1145197,3841,0.0058997050147492,-0.0884929522871971,0.0111731843575419,0.9732657819986344,0.0,0.0,0.0,0.0,0.0042682223430727,0.2211932074278593
2021,INTUITIVE SURGICAL INC,1035267,3842,0.0146252285191956,0.016483087092638,0.0253521126760563,0.8257798970573478,0.0141065830721003,0.3685276408990224,0.0015105740181268,-0.1013773307204246,0.0138986245713697,0.2773533235821458
2021,IQVIA HOLDINGS INC.,1478242,8731,0.026865671641791,0.0789175468186537,0.0216919739696312,0.7617131784558296,0.0185185185185185,-0.0325575843453407,0.0035273368606701,0.3659809976816177,0.0176508752476527,0.2935135346526901
2021,JOHNSON & JOHNSON,200406,2834,0.0258064516129032,0.3003966696560383,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516129032258,0.0750991674140095
2021,"Lumen Technologies, Inc.",18926,4813,0.0,0.0,0.0445859872611464,0.7228311896324158,0.0,0.0,0.0,0.0,0.0111464968152866,0.1807077974081039
2021,"Mondelez International, Inc.",1103982,2099,0.1976284584980237,-0.1481871378421783,0.1081081081081081,0.6261034638413953,0.0,0.0,0.0091383812010443,0.0031064993568829,0.078718736951794,0.1202557063390249
2021,NEXTERA ENERGY INC,753308,4911,0.4832214765100671,0.0374165674956101,0.4118673647469459,0.3125354280711104,0.3350253807106599,0.3137717351938287,0.2071503680336487,0.2271234678851469,0.3593161475003305,0.222711799661424
2021,NISOURCE INC.,1111711,4931,0.3294797687861271,-0.039021683497387,0.2543859649122807,0.5138130135159811,0.2625,-0.1764735494341169,0.1012987012987013,0.1846380727922814,0.2369161087492773,0.1207389633441896
2021,Norwegian Cruise Line Holdings Ltd.,1513761,4481,0.015527950310559,0.5529317252337933,0.1287128712871287,0.373781038560347,0.018664047151277,0.2284801051412758,0.0,0.0,0.0407262171872411,0.288798217233854
2021,O REILLY AUTOMOTIVE INC,898173,5531,0.03743961352657,0.2141496354053097,0.049136786188579,0.6906413113748705,0.035799522673031,-0.3014250700672468,0.0323584318606098,0.1714263533671888,0.0386835885621974,0.1936980575200305
2021,OMNICOM GROUP INC.,29989,7311,0.0,0.0,0.0683760683760683,0.1884273416362702,0.0175695461200585,0.196834262770911,0.0,0.0,0.0214864036240317,0.0963154011017953
2021,"PENN Entertainment, Inc.",921738,7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,PEPSICO INC,77476,2086,0.1538461538461538,0.0611109224740754,0.1452513966480447,0.4036538205825938,0.0317164179104477,0.1648443420143688,0.0,0.0,0.0827034921011615,0.1574022712677595
2021,PINNACLE WEST CAPITAL CORP,764622,4911,0.4922279792746113,0.0669337376298611,0.4098360655737705,0.492306305065751,0.3086642599277978,-0.1237485743296599,0.2857142857142857,0.3134862370789051,0.3741106476226163,0.1872444263612143
2021,PPG INDUSTRIES INC,79879,2851,0.3728813559322034,0.1244342638687654,0.0952380952380952,0.6078630302101373,0.0798722044728434,0.453935029655695,0.0709219858156028,0.4600414129346609,0.1547284103646862,0.4115684341673146
2021,PPL Corp,922224,4911,0.4342105263157895,0.1099913231322936,0.2967032967032967,0.713676935751681,0.2784911717495987,0.198128154313444,0.0,0.0,0.2523512486921712,0.2554491032993546
2021,PUBLIC SERVICE ENTERPRISE GROUP INC,788784,4931,0.3856655290102389,0.4043523311219384,1.0,0.9848950505256652,0.3191489361702128,0.0303111768389741,0.3513513513513513,0.1929806860593649,0.5140414541329508,0.4031348111364856
2021,Philip Morris International Inc.,1413329,2111,0.1203703703703703,0.2341534254642633,0.048780487804878,0.7355276703834533,0.0746666666666666,0.312815791417268,0.0127906976744186,0.2863575992259112,0.0641520556290834,0.392213621622724
2021,"REGENERON PHARMACEUTICALS, INC.",872589,2834,0.0084033613445378,0.3583349615335464,0.0109090909090909,0.7583297789096832,0.0,0.0,0.0,0.0,0.0048281130634071,0.2791661851108074
2021,ROBERT HALF INC.,315213,7363,0.0,0.0,0.0252525252525252,0.963613760471344,0.0044642857142857,-0.9400447607040404,0.0,0.0,0.0074292027417027,0.0058922499418258
2021,"ROSS STORES, INC.",745732,5651,0.0,0.0,0.0710900473933649,0.8457526842753093,0.012396694214876,0.4560483197371165,0.003003003003003,0.8559315204620361,0.0216224361528109,0.5394331311186155
2021,ROYAL CARIBBEAN CRUISES LTD,884887,4481,0.0,0.0,0.0862884160756501,0.3947083996736432,0.0525087514585764,0.6052411235868931,0.0570547417116422,0.4911067363730556,0.0489629773114672,0.372764064908398
2021,SCHLUMBERGER LIMITED/NV,87347,1389,0.0144927536231884,0.0857242308557033,0.0616352201257861,0.285883761790334,0.1687979539641943,0.5603993803432042,0.0596707818930041,0.3206642853288814,0.0761491774015432,0.3131679145795307
2021,SHERWIN WILLIAMS CO,89800,2851,0.0964912280701754,0.4472706971520727,0.174757281553398,0.7328532527511319,0.0427807486631016,0.4695823318324983,0.0825806451612903,0.545160899113398,0.0991524758619913,0.5487167952122752
2021,SOUTHERN CO,92122,4911,0.4985915492957746,0.0675232142294194,0.0,0.0,0.0,0.0,0.3036093418259023,0.2378271926689398,0.2005502227804192,0.0763376017245898
2021,"STANLEY BLACK & DECKER, INC.",93556,3423,0.1414141414141414,-0.1080516763031482,0.0,0.0,0.0,0.0,0.0,0.0,0.0353535353535353,-0.027012919075787
2021,TARGET CORP,27419,5331,0.015625,-0.7977145910263062,0.0769230769230769,0.7007169306955554,0.0043668122270742,0.5897104740142822,0.0,0.0,0.0242287222875377,0.1231782034208828
2021,TRIMBLE INC.,864749,3829,0.1077844311377245,-0.4099907501497202,0.0,0.0,0.3333333333333333,0.011001668870449,0.0,0.0,0.1102794411177644,-0.0997472703198178
2021,"United Airlines Holdings, Inc.",100517,4512,0.0,0.0,0.1440860215053763,0.5562977988495311,0.0,0.0,0.0,0.0,0.036021505376344,0.1390744497123827
2021,VERIZON COMMUNICATIONS INC,732712,4813,0.0064308681672025,0.9516707062721252,0.0566037735849056,0.7275060812632242,0.0063091482649842,0.0645772963762283,0.0117021276595744,-0.3225094296715476,0.0202614794191667,0.3553111635600075
2021,"WEC ENERGY GROUP, INC.",783325,4931,0.555327868852459,0.0242590023775162,0.5245508982035928,0.1884873771793357,1.0,0.1021576523780822,0.2491207502930832,0.113727586063392,0.5822498793372838,0.1071579044995815
2021,"WILLIAMS COMPANIES, INC.",107263,4922,0.3622920517560073,0.4677253376350415,0.1875,0.438758316582867,0.3305084745762712,0.3621275191683145,0.239039039039039,0.3635800918283399,0.2798348913428294,0.4080478163036407
2021,WYNN RESORTS LTD,1174922,7011,0.0408163265306122,-0.1019229010811873,0.0358974358974358,0.8323291178260531,0.0272479564032697,0.2524291411042213,0.0057142857142857,0.6829210910946131,0.0274190011364009,0.416439112235925
2021,Walmart Inc.,104169,5331,0.0423728813559322,0.8609975735346477,0.0,0.0,0.0320855614973262,0.3844849020242691,0.0,0.0,0.0186146107133146,0.3113706188897291
2021,Xylem Inc.,1524472,3561,0.229059829059829,0.2018508138552085,0.2339181286549707,0.2229559868263701,0.0,0.0,0.0,0.0,0.1157444894286999,0.1062017001703946
2021,Zoetis Inc.,1555280,2834,0.034090909090909,0.4250296453634898,0.1012101210121012,0.6401693845451202,0.0785619174434087,0.616989417364663,0.0389507154213036,0.5503760574727642,0.0632034157419307,0.5581411261865094
2021,CARMAX INC,1170010,5521,0.0843373493975903,-0.1478667026385665,0.0306122448979591,0.8074050545692444,0.0386869871043376,0.0436521766029975,0.0291693088142041,0.0597198987582131,0.0457014725535228,0.1907276068229721
2021,DXC Technology Co,1688568,7374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,MICROCHIP TECHNOLOGY INC,827054,3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,TAKE TWO INTERACTIVE SOFTWARE INC,946581,7372,0.0047846889952153,0.0247217640280723,0.0257936507936507,0.7532114581419871,0.010752688172043,0.0422599489490191,0.0,0.0,0.0103327569902272,0.2050482927797696
2021,AUTOMATIC DATA PROCESSING INC,8670,7374,0.0069686411149825,0.3824034482240677,0.0229007633587786,0.6631735929598411,0.010204081632653,0.2236308107773462,0.0,0.0,0.0100183715266035,0.3173019629903138
2021,CINTAS CORP,723254,7372,0.1714285714285714,0.0713092644388477,0.176056338028169,0.695404902100563,0.095575221238938,0.4473551669399495,0.0,0.0,0.1107650326739196,0.30351733336984
2021,ESTEE LAUDER COMPANIES INC,1001250,2844,0.0,0.0,0.0,0.0,0.0,0.0,0.031591737545565,0.2234543248151357,0.0078979343863912,0.0558635812037839
2021,"Lamb Weston Holdings, Inc.",1679273,3559,0.0169491525423728,0.7883620858192444,0.0805084745762711,0.617433157831169,0.0551257253384913,0.7341500771019542,0.0345271837155372,0.6719768043162663,0.0467776340431681,0.7029805312671585
